Environment	Genotype	Block	BN	FT	MT	DT	PH	SN	SP	PW	PN	SW	SY	OIL	PNM
N3	TN132	R1	7.4	194	251	57	122	19.55383307	7166.479821	0.069768076	3665	3.568	2557	44.416	592.5
N3	TN132	R2	9.4	.	.	.	.	11.47953731	6460.109622	0.037698801	5627.5	3.284	2121.5	43.132	762.5
N3	TN132	R3	8.4	.	.	.	.	10.56818352	5133.495146	0.039186824	4857.5	3.708	1903.5	42.674	565
N3	TN133	R1	11	194	251	57	151	10.61172964	8823.653199	0.037820204	8315	3.564	3144.75	44.486	700
N3	TN133	R2	10	.	.	.	.	9.87015526	6067.677946	0.033834892	6147.5	3.428	2080	41.982	775
N3	TN133	R3	10.6	.	.	.	.	7.33976084	3836.859979	0.028096604	5227.5	3.828	1468.75	44.25	675
N3	TN134	R1	11	199	253	54	152	15.73454696	8563.527181	0.049784107	5442.5	3.164	2709.5	46.648	745
N3	TN134	R2	11	.	.	.	.	14.90331638	7962.096774	0.046200281	5342.5	3.1	2468.25	46.75	730
N3	TN134	R3	10.2	.	.	.	.	17.28619016	6231.671554	0.047156727	3605	2.728	1700	46.312	650
N3	TN135	R1	16.4	202	253	51	150	9.546953654	6515.795869	0.031428571	6825	3.292	2145	37.9	832.5
N3	TN135	R2	15.4	.	.	.	.	8.046364321	4550.219024	0.02571618	5655	3.196	1454.25	41.4	820
N3	TN135	R3	11	.	.	.	.	12.56381231	7861.805556	0.045229724	6257.5	3.6	2830.25	42.942	780
N3	TN136	R1	8.4	200	253	53	165	11.57247124	7203.863346	0.03624498	6225	3.132	2256.25	43.192	905
N3	TN136	R2	9.2	.	.	.	.	13.14248711	10658.55705	0.039164612	8110	2.98	3176.25	43.664	677.5
N3	TN136	R3	9	.	.	.	.	12.38423572	7681.322208	0.038589279	6202.5	3.116	2393.5	44.564	782.5
N3	TN137	R1	10.8	199	251	52	155	15.06849315	8250	0.048219178	5475	3.2	2640	42.974	727.5
N3	TN137	R2	11.2	.	.	.	.	9.412449222	8890.05829	0.029065643	9445	3.088	2745.25	42.154	1000
N3	TN137	R3	10.4	.	.	.	.	15.04085836	8434.161325	0.056312974	5607.5	3.744	3157.75	44.642	852.5
N3	TN138	R1	10.2	199	253	54	150	15.01638124	7579.51843	0.050515106	5047.5	3.364	2549.75	41.27	582.5
N3	TN138	R2	10.6	.	.	.	.	9.634131358	6541.575192	0.035106775	6790	3.644	2383.75	41.192	647.5
N3	TN138	R3	9.4	.	.	.	.	11.97855762	5776.659412	0.044033178	4822.5	3.676	2123.5	42.72	577.5
N3	TN139	R1	9.2	197	252	55	126	12.19874988	4669.071518	0.038889615	3827.5	3.188	1488.5	42.706	485
N3	TN139	R2	.	.	.	.	.	.	7464.393939	.	.	3.3	2463.25	43.806	.
N3	TN139	R3	9.6	.	.	.	.	15.86483481	7960.180863	0.054384654	5017.5	3.428	2728.75	43.538	697.5
N3	TN140	R1	8.2	199	252	53	152	10.72253187	5345.182139	0.036499498	4985	3.404	1819.5	41.304	695
N3	TN140	R2	10.4	.	.	.	.	10.4340626	6578.676471	0.035475813	6305	3.4	2236.75	41.154	792.5
N3	TN140	R3	10.2	.	.	.	.	12.88776804	8096.740273	0.04902507	6282.5	3.804	3080	42.756	540.625
N3	TN141	R1	9.8	202	253	51	145	10.53311238	6656.927024	0.036950158	6320	3.508	2335.25	42.702	905
N3	TN141	R3	9.8	.	.	.	.	7.977009717	4776.234568	0.025845511	5987.5	3.24	1547.5	41.312	832.5
N3	TN141	R3	9.4	.	.	.	.	11.36694071	7715.311005	0.03801105	6787.5	3.344	2580	40.988	1007.5
N3	TN142	R1	10.6	200	253	53	142	7.472938643	5341.282895	0.031804827	7147.5	4.256	2273.25	41.52	872.5
N3	TN142	R2	10.4	.	.	.	.	10.20275367	5343.692237	0.044157518	5237.5	4.328	2312.75	42.138	865
N3	TN142	R3	9.6	.	.	.	.	6.519003988	3181.273946	0.027223361	4880	4.176	1328.5	40.8275	822.5
N3	TN143	R1	9.8	195	251	56	130	10.17662769	5085.76969	0.034112056	4997.5	3.352	1704.75	41.432	740
N3	TN143	R2	8.2	.	.	.	.	11.25232322	7949.766355	0.03371196	7065	2.996	2381.75	40.992	825
N3	TN143	R3	9	.	.	.	.	8.095041322	4452.272727	0.026713636	5500	3.3	1469.25	40.144	567.5
N3	TN144	R1	9.6	199	253	54	151	13.7452565	6109.766515	0.048273341	4445	3.512	2145.75	44.928	660
N3	TN144	R2	10.6	.	.	.	.	11.33228931	6977.857143	0.039663013	6157.5	3.5	2442.25	44.036	917.5
N3	TN144	R3	11.4	.	.	.	.	11.55176674	7791.666667	0.040893254	6745	3.54	2758.25	44.384	762.5
N3	TN145	R1	10.4	195	252	57	145	10.92347662	5068.493151	0.035086207	4640	3.212	1628	41.814	617.5
N3	TN145	R2	10.2	.	.	.	.	8.770007794	4922.166874	0.028169265	5612.5	3.212	1581	42.606	825
N3	TN145	R3	10.4	.	.	.	.	11.93637589	6445.642978	0.028217593	5400	2.364	1523.75	39.208	662.5
N3	TN146	R1	7.6	200	252	52	152	16.272773	7351.225204	0.069728832	4517.5	4.285	3150	46.96	222.5
N3	TN146	R2	10	.	.	.	.	11.92815637	6569.432121	0.053772129	5507.5	4.508	2961.5	45.518	412.5
N3	TN146	R3	8	.	.	.	.	12.26980546	7751.449599	0.055017808	6317.5	4.484	3475.75	46.782	185
N3	TN147	R1	.	204	255	51	130	.	7191.629956	.	.	2.724	1959	42.088	.
N3	TN147	R2	10.2	.	.	.	.	17.92547219	10320.59061	0.044311767	5757.5	2.472	2551.25	41.77	800
N3	TN147	R3	10	.	.	.	.	15.08776756	6174.668874	0.045565058	4092.5	3.02	1864.75	43.716	612.5
N3	TN148	R1	10.8	195	252	57	140	8.452741811	7167.925056	0.030227005	8480	3.576	2563.25	43.556	460
N3	TN148	R2	.	.	.	.	.	.	8019.121365	.	.	3.164	2537.25	44.62	.
N3	TN148	R3	10.6	.	.	.	.	8.279949829	6772.99896	0.031861247	8180	3.848	2606.25	44.746	592.5
N3	TN149	R1	8.4	196	253	57	145	13.24025036	6875	0.036013481	5192.5	2.72	1870	44.396	845
N3	TN149	R2	9.2	.	.	.	.	10.31357775	7838.319088	0.028960526	7600	2.808	2201	46.336	832.5
N3	TN149	R3	8.2	.	.	.	.	15.66768687	10458.18099	0.042851124	6675	2.735	2860.3125	45.44	872.5
N3	TN150	R1	9.6	195	254	59	155	12.92300372	7382.265877	0.048021882	5712.5	3.716	2743.25	45.54	810
N3	TN150	R2	9	.	.	.	.	13.28762307	5979.43038	0.041988889	4500	3.16	1889.5	45.68	712.5
N3	TN150	R3	9.2	.	.	.	.	14.15119248	7068.520642	0.049359359	4995	3.488	2465.5	45.734	667.5
N3	TN151	R1	10	196	254	58	130	12.60753234	8803.209459	0.037318296	6982.5	2.96	2605.75	43.904	580
N3	TN151	R2	9.8	.	.	.	.	.	.	.	6310	.	2554.25	.	740
N3	TN151	R3	8.8	.	.	.	.	11.32162558	7429.816785	0.038312381	6562.5	3.384	2514.25	45.368	802.5
N3	TN152	R1	10.8	199	250	51	155	13.05118258	6825.768492	0.054345124	5230	4.164	2842.25	43.814	745
N3	TN152	R2	10.4	.	.	.	.	13.06951946	5966.235632	0.054578313	4565	4.176	2491.5	42.066	827.5
N3	TN152	R3	12.4	.	.	.	.	12.56198931	8749.425551	0.054669777	6965	4.352	3807.75	44.13	860
N3	TN153	R1	8.4	199	253	54	140	16.22916481	7002.884615	0.052744786	4315	3.25	2275.9375	45.29	632.5
N3	TN153	R2	11	.	.	.	.	14.95421391	10277.28351	0.050425609	6872.5	3.372	3465.5	44.724	635
N3	TN153	R3	11.8	.	.	.	.	14.31665731	9935.760171	0.053487032	6940	3.736	3712	45.876	710
N3	TN154	R1	10.2	200	250	50	157	.	.	.	4722.5	2.724	.	39.232	752.5
N3	TN154	R2	10.4	.	.	.	.	18.16007427	11504.40705	0.067991318	6335	3.744	4307.25	43.902	795
N3	TN154	R3	10.8	.	.	.	.	13.51376656	6939.319127	0.052000974	5135	3.848	2670.25	43.436	705
N3	TN155	R1	11	201	250	49	150	7.875557326	6072.054698	0.022461089	7710	2.852	1731.75	41.654	762.5
N3	TN155	R2	11	.	.	.	.	10.13831672	8092.911319	0.03475415	7982.5	3.428	2774.25	43.276	970
N3	TN155	R3	9.8	.	.	.	.	11.29848443	8154.68114	0.033307932	7217.5	2.948	2404	42.264	695
N3	TN156	R1	11.4	201	253	52	150	14.29296301	6853.475765	0.044822732	4795	3.136	2149.25	44.74	630
N3	TN156	R2	12.2	.	.	.	.	14.57281914	8729.118664	0.050596828	5990	3.472	3030.75	45.226	787.5
N3	TN156	R3	11.6	.	.	.	.	12.38922144	6625.136166	0.045493221	5347.5	3.672	2432.75	44.146	757.5
N3	TN157	R1	12	197	249	52	148	15.71449852	12257.30885	0.041926282	7800	2.668	3270.25	47.002	932.5
N3	TN157	R2	10.4	.	.	.	.	12.84827177	6157.534247	0.037516954	4792.5	2.92	1798	46.588	772.5
N3	TN157	R3	11.2	.	.	.	.	13.19999602	8322.597493	0.037910389	6305	2.872	2390.25	46.306	695
N3	TN158	R1	10	195	254	59	145	14.69253629	7750.312891	0.046957346	5275	3.196	2477	45.216	545
N3	TN158	R2	10	.	.	.	.	14.06164934	8110.056259	0.039991331	5767.5	2.844	2306.5	45.17	552.5
N3	TN158	R3	9.8	.	.	.	.	.	.	.	5642.5	.	2692.25	.	502.5
N3	TN159	R1	8.8	195	251	56	130	11.27339163	6842.948718	0.033414333	6070	2.964	2028.25	38.35	730
N3	TN159	R2	8.8	.	.	.	.	9.185881885	4583.755061	0.036302605	4990	3.952	1811.5	41.756	620
N3	TN159	R3	8.2	.	.	.	.	9.816027253	5317.832765	0.034513152	5417.5	3.516	1869.75	40.068	742.5
N3	TN160	R1	11.8	204	250	46	168	10.63630219	6841.801386	0.036844151	6432.5	3.464	2370	41.435	735
N3	TN160	R2	11.6	.	.	.	.	10.57727749	7166.105499	0.037697417	6775	3.564	2554	42.57	767.5
N3	TN160	R3	9.8	.	.	.	.	12.17254042	5742.395945	0.045622682	4717.5	3.748	2152.25	43.576	705
N3	TN161	R1	11	205	250	45	170	14.02879623	7708.823529	0.03577343	5495	2.55	1965.75	40.59	720
N3	TN161	R2	10.2	.	.	.	.	12.73357059	6608.723135	0.040289017	5190	3.164	2091	43.824	732.5
N3	TN161	R3	11	.	.	.	.	12.18623882	8475.529101	0.046063983	6955	3.78	3203.75	45.042	765
N3	TN162	R1	10	194	252	58	143	13.52344954	6974.719101	0.06017935	5157.5	4.45	3103.75	44.38	705
N3	TN162	R2	9	.	.	.	.	10.43122025	5460.743802	0.050487106	5235	4.84	2643	41.836	800
N3	TN162	R3	8.6	.	.	.	.	12.43095817	4655.393836	0.058077437	3745	4.672	2175	40.656	722.5
N3	TN163	R1	11.6	201	253	52	173	12.22224024	11082.51634	0.037400055	9067.5	3.06	3391.25	42.05	707.5
N3	TN163	R2	10	.	.	.	.	14.17847509	8737.485277	0.048150101	6162.5	3.396	2967.25	43.716	802.5
N3	TN163	R3	11.6	.	.	.	.	13.19639063	11005.78979	0.044445444	8340	3.368	3706.75	43.908	882.5
N3	TN164	R1	9.6	202	252	50	155	8.257356756	3094.444444	0.022294863	3747.5	2.7	835.5	40.17	570
N3	TN164	R2	12.4	.	.	.	.	14.81921613	9091.589096	0.044576202	6135	3.008	2734.75	44.112	710
N3	TN164	R3	10.6	.	.	.	.	15.36471134	6894.914216	0.050150418	4487.5	3.264	2250.5	44.54	657.5
N3	TN165	R1	9.2	200	252	52	150	8.014807381	4293.933054	0.022986468	5357.5	2.868	1231.5	42.638	875
N3	TN165	R2	.	.	.	.	.	.	.	.	.	.	3558	46.152	.
N3	TN165	R3	9.4	.	.	.	.	11.88532463	7734.375	0.0387937	6507.5	3.264	2524.5	46.708	867.5
N3	TN166	R1	12.2	200	252	52	130	15.65709442	9390.342377	0.048474364	5997.5	3.096	2907.25	43.334	827.5
N3	TN166	R2	10.2	.	.	.	.	17.38411795	9426.537958	0.053125864	5422.5	3.056	2880.75	44.588	722.5
N3	TN166	R3	12.4	.	.	.	.	15.30758159	8051.787916	0.049657795	5260	3.244	2612	44.606	752.5
N3	TN167	R1	10.4	200	254	54	160	14.96711102	8033.596838	0.045440149	5367.5	3.036	2439	42.888	805
N3	TN167	R2	9.8	.	.	.	.	15.42600335	7666.723666	0.045105634	4970	2.924	2241.75	43.652	725
N3	TN167	R3	8.8	.	.	.	.	18.32497544	8631.063433	0.058933121	4710	3.216	2775.75	44.604	692.5
N3	TN168	R1	10.8	197	254	57	150	7.108532994	4032.315341	0.030026443	5672.5	4.224	1703.25	42.418	642.5
N3	TN168	R2	11.2	.	.	.	.	11.62303991	5239.085239	0.044725458	4507.5	3.848	2016	42.312	610
N3	TN168	R3	10.2	.	.	.	.	9.02586922	4492.626404	0.038558513	4977.5	4.272	1919.25	42.568	755
N3	TN169	R1	9.2	201	254	53	150	13.01168539	7842.793367	0.040804645	6027.5	3.136	2459.5	42.984	662.5
N3	TN169	R2	10	.	.	.	.	16.11840281	7567.59012	0.048290735	4695	2.996	2267.25	44.842	555
N3	TN169	R3	9.2	.	.	.	.	17.86249276	8002.396755	0.04844308	4480	2.712	2170.25	44.914	635
N3	TN170	R1	10.2	199	255	56	150	8.513191196	6016.697878	0.027276265	7067.5	3.204	1927.75	40.61	532.5
N3	TN170	R2	9.6	.	.	.	.	16.57576176	9017.214397	0.052959559	5440	3.195	2881	42.875	612.5
N3	TN170	R3	11.6	.	.	.	.	13.78192555	9816.176471	0.044047034	7122.5	3.196	3137.25	41.984	620
N3	TN171	R1	6.8	200	255	55	155	14.06468795	4254.568106	0.033867769	3025	2.408	1024.5	41.076	747.5
N3	TN171	R2	9.2	.	.	.	.	.	.	.	5062.5	.	1965.25	.	842.5
N3	TN171	R3	8.8	.	.	.	.	13.18352416	6713.709677	0.037599411	5092.5	2.852	1914.75	43.406	812.5
N3	TN172	R1	11.4	200	252	52	160	15.48800022	7434.240108	0.068890625	4800	4.448	3306.75	41.982	270
N3	TN172	R2	11.4	.	.	.	.	13.68754359	7839.540589	0.061374945	5727.5	4.484	3515.25	44.01	425
N3	TN172	R3	10.8	.	.	.	.	10.77079875	5571.195652	0.049545674	5172.5	4.6	2562.75	43.162	320
N3	TN173	R1	12.4	197	253	56	145	10.69883906	7874.34555	0.040869565	7360	3.82	3008	39.918	705
N3	TN173	R2	12	.	.	.	.	.	.	.	6175	.	2746.5	.	532.5
N3	TN173	R3	11.8	.	.	.	.	13.52730309	8572.928331	0.048319527	6337.5	3.572	3062.25	40.376	735
N3	TN174	R1	12.4	197	251	54	125	9.920634921	5731.646825	0.04	5777.5	4.032	2311	40.258	910
N3	TN174	R2	10.6	.	.	.	.	14.62405588	6865.994236	0.060894569	4695	4.164	2859	41.096	777.5
N3	TN174	R3	13.4	.	.	.	.	8.283118083	5889.296957	0.031575246	7110	3.812	2245	40.122	615
N3	TN175	R1	10	197	251	54	149	8.702308055	6700.777202	0.033590909	7700	3.86	2586.5	41.244	770
N3	TN175	R2	10.2	.	.	.	.	14.11260291	10217.52451	0.046063536	7240	3.264	3335	42.49	750
N3	TN175	R3	10.2	.	.	.	.	12.46544011	7214.373464	0.040587473	5787.5	3.256	2349	41.402	750
N3	TN176	R1	10.4	195	253	58	130	10.80004039	5564.720812	0.025531295	5152.5	2.364	1315.5	39.334	555
N3	TN176	R2	10	.	.	.	.	12.41113464	7480.811404	0.045275819	6027.5	3.648	2729	44.532	665
N3	TN176	R3	10	.	.	.	.	12.81404963	6829.888451	0.039057223	5330	3.048	2081.75	44.942	615
N3	TN177	R1	10.8	196	253	57	152	14.97549915	9404.613466	0.048041401	6280	3.208	3017	41.628	475
N3	TN177	R2	11.2	.	.	.	.	15.49346295	9702.781174	0.050694611	6262.5	3.272	3174.75	41.626	490
N3	TN177	R3	.	.	.	.	.	.	7735.330073	.	.	3.272	2531	41.918	.
N3	TN178	R1	10.8	197	250	53	127	7.5551571	4026.898734	0.033424015	5330	4.424	1781.5	42.604	705
N3	TN178	R2	11	.	.	.	.	7.691833822	5563.118812	0.024860007	7232.5	3.232	1798	41.682	972.5
N3	TN178	R3	8	.	.	.	.	12.32357114	5114.282025	0.047716867	4150	3.872	1980.25	43.4	810
N3	TN179	R1	9.6	200	255	55	160	16.11068709	6577.188006	0.039761176	4082.5	2.468	1623.25	45.428	357.5
N3	TN179	R2	10.6	.	.	.	.	10.53919125	6307.705966	0.029678363	5985	2.816	1776.25	45.248	485
N3	TN179	R3	10.6	.	.	.	.	14.75473574	5935.09245	0.038303294	4022.5	2.596	1540.75	45.136	527.5
N3	TN180	R1	11	202	255	53	145	15.41622481	14182.92683	0.053725543	9200	3.485	4942.75	42.476	670
N3	TN180	R2	11.4	.	.	.	.	.	.	.	8742.5	.	3826.5	.	817.5
N3	TN180	R3	10	.	.	.	.	11.53368268	7482.476636	0.044427746	6487.5	3.852	2882.25	43.482	900
N3	TN181	R1	10	200	255	55	150	11.64252241	8635.840999	0.035439838	7417.5	3.044	2628.75	39.898	437.5
N3	TN181	R2	10.6	.	.	.	.	8.475972951	8497.162884	0.025394015	10025	2.996	2545.75	40.462	582.5
N3	TN181	R3	8.8	.	.	.	.	8.905498148	6273.923445	0.029779986	7045	3.344	2098	40.898	490
N3	TN182	R1	10.6	197	249	52	148	11.57220323	6972.252448	0.042539419	6025	3.676	2563	43.266	452.5
N3	TN182	R2	11.2	.	.	.	.	5.172471432	2925.032595	0.019836428	5655	3.835	1121.75	43.314	852.5
N3	TN182	R3	9.2	.	.	.	.	10.09261353	5137.140288	0.033668959	5090	3.336	1713.75	43.882	762.5
N3	TN183	R1	10.2	199	249	50	155	13.1816327	8320.90564	0.048613861	6312.5	3.688	3068.75	42.314	422.5
N3	TN183	R2	.	.	.	.	.	.	.	.	.	2.436	.	39.002	.
N3	TN183	R3	8.6	.	.	.	.	18.94025978	11643.5247	0.070931273	6147.5	3.745	4360.5	42.875	572.5
N3	TN184	R1	10.8	195	250	55	160	15.65523839	11123.04688	0.044085151	7105	2.816	3132.25	43.722	1007.5
N3	TN184	R2	10.2	.	.	.	.	14.10695132	8901.48628	0.03701664	6310	2.624	2335.75	42.354	950
N3	TN184	R3	10.6	.	.	.	.	15.60657335	9223.484848	0.041201354	5910	2.64	2435	45.09	885
N3	TN185	R1	10.2	197	250	53	158	11.63408321	7236.399756	0.03806672	6220	3.272	2367.75	44.806	642.5
N3	TN185	R2	10.4	.	.	.	.	12.13035393	6277.458159	0.046386473	5175	3.824	2400.5	45.138	542.5
N3	TN185	R3	9.4	.	.	.	.	13.61652757	6689.119171	0.052559796	4912.5	3.86	2582	46.494	610
N3	TN186	R1	10.4	201	253	52	158	11.75912468	7619.912791	0.040451389	6480	3.44	2621.25	42.524	817.5
N3	TN186	R2	9	.	.	.	.	12.20494458	7264.993261	0.036224276	5952.5	2.968	2156.25	42.506	807.5
N3	TN186	R3	11.2	.	.	.	.	12.15958606	7441.666667	0.040126634	6120	3.3	2455.75	43.584	797.5
N3	TN187	R1	.	200	253	53	165	.	9223.149114	.	.	3.836	3538	41.288	.
N3	TN187	R2	9	.	.	.	.	15.4563636	9378.148615	0.049089411	6067.5	3.176	2978.5	40.572	655
N3	TN187	R3	8.6	.	.	.	.	13.22010437	6570.391872	0.04554326	4970	3.445	2263.5	41.114	765
N3	TN188	R1	11.2	197	249	52	150	11.14220754	5871.943372	0.034629981	5270	3.108	1825	41.846	805
N3	TN188	R2	10.6	.	.	.	.	15.03273053	9887.778506	0.045879894	6577.5	3.052	3017.75	42.81	720
N3	TN188	R3	12.2	.	.	.	.	13.34135088	9352.286967	0.042585592	7010	3.192	2985.25	43.218	710
N3	TN189	R1	10.8	201	253	52	144	15.79390502	8295.748614	0.042722513	5252.5	2.705	2244	47.21	772.5
N3	TN189	R2	9.4	.	.	.	.	18.49354523	10347.13855	0.06139857	5595	3.32	3435.25	46.606	882.5
N3	TN189	R3	.	.	.	.	.	.	10538.50068	.	.	2.948	3106.75	47.834	.
N3	TN190	R1	10.6	202	250	48	150	11.4280625	6888.264669	0.036615512	6027.5	3.204	2207	43.19	597.5
N3	TN190	R2	10.2	.	.	.	.	10.57343261	5371.303763	0.031466535	5080	2.976	1598.5	43.82	665
N3	TN190	R3	10.4	.	.	.	.	13.5268224	6810.755076	0.042636544	5035	3.152	2146.75	44.794	627.5
N3	TN191	R1	16.2	199	252	53	155	11.72900808	9688.160677	0.044382567	8260	3.784	3666	41.124	1037.5
N3	TN191	R2	11.6	.	.	.	.	10.70683667	5679.976852	0.037002828	5305	3.456	1963	40.382	775
N3	TN191	R3	14.4	.	.	.	.	12.93027941	8711.775751	0.048204082	6737.5	3.728	3247.75	43.622	597.5
N3	TN192	R1	11.6	197	252	55	155	16.1007251	7756.524318	0.054291645	4817.5	3.372	2615.5	45.078	365
N3	TN192	R2	8.6	.	.	.	.	15.71209467	8496.315193	0.05543227	5407.5	3.528	2997.5	44.668	740
N3	TN192	R3	11	.	.	.	.	15.27070079	6993.980963	0.054546943	4580	3.572	2498.25	45.292	400
N3	TN193	R1	7.6	197	253	56	138	5.893257395	2308.683584	0.02972559	3917.5	5.044	1164.5	35.492	892.5
N3	TN193	R2	6.8	.	.	.	.	8.402470214	2928.26087	0.038651363	3485	4.6	1347	39.674	872.5
N3	TN193	R3	9.2	.	.	.	.	10.90284021	4521.952975	0.045443038	4147.5	4.168	1884.75	39.394	695
N3	TN194	R1	11.6	194	252	58	120	12.8698946	9298.498845	0.044581315	7225	3.464	3221	48.176	775
N3	TN194	R2	9.8	.	.	.	.	12.42410456	7324.009636	0.046416455	5895	3.736	2736.25	47.226	625
N3	TN194	R3	12.2	.	.	.	.	10.58571288	8082.191781	0.03400131	7635	3.212	2596	47.09	675
N3	TN195	R1	11.2	193	252	59	133	9.024413413	5168.732782	0.039310345	5727.5	4.356	2251.5	43.906	442.5
N3	TN195	R2	10.4	.	.	.	.	12.36798063	6626.145621	0.048581428	5357.5	3.928	2602.75	45.82	502.5
N3	TN195	R3	9	.	.	.	.	9.837536505	3482.487923	0.040727401	3540	4.14	1441.75	46.786	415
N3	TN196	R1	10	198	253	55	155	12.86513201	7915.272467	0.053827712	6152.5	4.184	3311.75	46.004	965
N3	TN196	R2	10.8	.	.	.	.	16.76879306	8514.354675	0.066001969	5077.5	3.936	3351.25	47.192	915
N3	TN196	R3	10.6	.	.	.	.	10.4705052	5360.898662	0.043808594	5120	4.184	2243	46.858	820
N3	TN197	R1	10	193	252	59	127	12.20606598	5480.523627	0.038229399	4490	3.132	1716.5	47.222	632.5
N3	TN197	R2	10.8	.	.	.	.	16.72128253	10709.98146	0.05411007	6405	3.236	3465.75	47.602	662.5
N3	TN197	R3	11.4	.	.	.	.	17.18137087	13156.63475	0.050238328	7657.5	2.924	3847	47.202	727.5
N3	TN198	R1	10.2	198	252	54	155	8.599479049	5262.881178	0.032712418	6120	3.804	2002	44.348	997.5
N3	TN198	R2	9.8	.	.	.	.	8.616286362	5531.655844	0.026538162	6420	3.08	1703.75	42.628	890
N3	TN198	R3	11.6	.	.	.	.	11.33263356	9692.234848	0.035901783	8552.5	3.168	3070.5	42.83	665
N3	TN199	R1	.	195	252	57	165	.	5967.741935	.	.	3.224	1924	42.242	.
N3	TN199	R2	9.8	.	.	.	.	18.6273109	10906.29053	0.057446627	5855	3.084	3363.5	44.768	785
N3	TN199	R3	9.6	.	.	.	.	17.50711585	7891.332471	0.054132002	4507.5	3.092	2440	44.178	812.5
N3	TN200	R1	10.6	197	253	56	155	12.49135706	7629.096326	0.050315186	6107.5	4.028	3073	44.56	835
N3	TN200	R2	9.2	.	.	.	.	13.37479799	6934.832757	0.046383799	5185	3.468	2405	43.494	757.5
N3	TN200	R3	10	.	.	.	.	12.7359789	6492.165242	0.053643943	5097.5	4.212	2734.5	45.48	732.5
N3	TN201	R1	9.6	194	252	58	125	10.51170954	6230.815832	0.026026993	5927.5	2.476	1542.75	35.918	550
N3	TN201	R2	10.6	.	.	.	.	11.31806669	7286.005435	0.041650485	6437.5	3.68	2681.25	40.4625	632.5
N3	TN201	R3	9.2	.	.	.	.	11.72310727	7022.141256	0.041828047	5990	3.568	2505.5	40.916	627.5
N3	TN202	R1	9	194	249	55	126	8.188763457	5908.192835	0.031084546	7215	3.796	2242.75	42.958	1035
N3	TN202	R2	.	.	.	.	.	.	3341.019417	.	.	4.12	1376.5	42.726	.
N3	TN202	R3	6.6	.	.	.	.	.	.	.	4975	.	.	.	892.5
