Environment	Genotype	Block	BN	FT	MT	DT	PH	SN	SP	PW	PN	SW	SY	OIL	PNM
N3	TN052	R2	10.4	.	.	.	.	11.60007488	8630.455712	0.036145833	7440	3.116	2689.25	39.978	607.5
N3	TN052	R3	11.6	.	.	.	.	13.01094157	7539.840637	0.039188956	5795	3.012	2271	42.05	900
N3	TN053	R1	9.6	200	250	50	150	12.70868893	6707.010582	0.048038844	5277.5	3.78	2535.25	44.632	752.5
N3	TN053	R2	9.4	.	.	.	.	19.72322814	9531.25	0.065954475	4832.5	3.344	3187.25	45.048	680
N3	TN053	R3	9.4	.	.	.	.	18.12040491	8580.011723	0.061826822	4735	3.412	2927.5	44.72	745
N3	TN054	R1	9.8	200	250	50	150	12.65520356	7710.182768	0.04846943	6092.5	3.83	2953	40.22	880
N3	TN054	R2	9.2	.	.	.	.	9.786511727	6106.783317	0.040829327	6240	4.172	2547.75	41.39	817.5
N3	TN054	R3	9.6	.	.	.	.	10.04207197	4968.315109	0.040409298	4947.5	4.024	1999.25	40.852	812.5
N3	TN055	R1	10.6	195	251	56	134	11.8228995	7590.301479	0.041569315	6420	3.516	2668.75	39.676	905
N3	TN055	R2	11.2	.	.	.	.	9.779805282	7146.59271	0.030855286	7307.5	3.155	2254.75	39.69	912.5
N3	TN055	R3	12	.	.	.	.	9.879322994	7545.332937	0.033234043	7637.5	3.364	2538.25	40.072	865
N3	TN056	R1	9.8	200	253	53	160	.	.	.	5047.5	.	1902	40.734	640
N3	TN056	R2	9.4	.	.	.	.	13.90908031	7712.585034	0.040892696	5545	2.94	2267.5	40.206	782.5
N3	TN056	R3	9.2	.	.	.	.	11.20500792	5238.341204	0.037962567	4675	3.388	1774.75	40.88	625
N3	TN057	R1	12.4	197	250	53	154	12.8054953	7379.166667	0.038416486	5762.5	3	2213.75	43.584	785
N3	TN057	R2	11.2	.	.	.	.	16.48906265	9806.870011	0.057843632	5947.5	3.508	3440.25	43.356	750
N3	TN057	R3	13.4	.	.	.	.	12.70881733	11847.79496	0.04437919	9322.5	3.492	4137.25	42.752	670
N3	TN058	R1	9.4	200	250	50	153	13.81577883	6900.981524	0.047857858	4995	3.464	2390.5	38.884	767.5
N3	TN058	R2	8.2	.	.	.	.	12.60345218	5665.251756	0.043053393	4495	3.416	1935.25	39.722	682.5
N3	TN058	R3	9.6	.	.	.	.	12.38447111	6919.823232	0.049042506	5587.5	3.96	2740.25	41.296	757.5
N3	TN059	R1	10.6	201	253	52	144	15.94186738	10581.41447	0.048463277	6637.5	3.04	3216.75	47.064	815
N3	TN059	R2	11.4	.	.	.	.	15.12538882	11026.40845	0.042956104	7290	2.84	3131.5	44.342	642.5
N3	TN059	R3	9	.	.	.	.	17.39539174	8784.672831	0.048915842	5050	2.812	2470.25	47.898	770
N3	TN060	R1	10	200	254	54	151	8.614759004	5164.548023	0.030496247	5995	3.54	1828.25	41.698	720
N3	TN060	R2	10.2	.	.	.	.	8.732422188	4748.254565	0.03251954	5437.5	3.724	1768.25	42.442	872.5
N3	TN060	R3	9.6	.	.	.	.	9.678922301	6579.247434	0.033953659	6797.5	3.508	2308	42.504	915
N3	TN061	R1	12.6	199	255	56	150	10.39759444	6885.806916	0.028863722	6622.5	2.776	1911.5	38.212	635
N3	TN061	R2	11.2	.	.	.	.	9.181137421	4790.258449	0.023090561	5217.5	2.515	1204.75	36.68	780
N3	TN061	R3	10.8	.	.	.	.	14.13459583	7201.576577	0.043930324	5095	3.108	2238.25	37.61666667	687.5
N3	TN062	R1	10	201	253	52	149	16.19720169	9216.20776	0.051766257	5690	3.196	2945.5	44.062	722.5
N3	TN062	R2	8.2	.	.	.	.	14.23668827	6840.728716	0.0394641	4805	2.772	1896.25	44.524	682.5
N3	TN062	R3	7.6	.	.	.	.	11.21767896	5154.523481	0.032486398	4595	2.896	1492.75	43.818	747.5
N3	TN063	R1	11.2	199	251	52	161	9.669231429	5347.08498	0.039141049	5530	4.048	2164.5	39.916	795
N3	TN063	R2	11.6	.	.	.	.	8.865805022	4891.707921	0.035817852	5517.5	4.04	1976.25	39.95	872.5
N3	TN063	R3	11.8	.	.	.	.	14.76713132	8483.716944	0.060308964	5745	4.084	3464.75	41.294	910
N3	TN064	R1	10	199	253	54	135	12.03355193	5520.391949	0.045438692	4587.5	3.776	2084.5	43.392	515
N3	TN064	R2	9.4	.	.	.	.	9.088801732	4587.572674	0.037518574	5047.5	4.128	1893.75	43.802	570
N3	TN064	R3	7.6	.	.	.	.	10.18122813	3301.26322	0.034656901	3242.5	3.404	1123.75	43.438	537.5
N3	TN065	R1	8.2	205	253	48	144	16.23039313	6703.152364	0.037070218	4130	2.284	1531	41.144	730
N3	TN065	R2	9.4	.	.	.	.	18.38515428	10102.64228	0.04522748	5495	2.46	2485.25	43.96	810
N3	TN065	R3	8.6	.	.	.	.	14.49372835	7402.671756	0.037973568	5107.5	2.62	1939.5	43.18	815
N3	TN066	R1	10.4	202	254	52	172	9.378722455	5953.144078	0.030724695	6347.5	3.276	1950.25	40.09	855
N3	TN066	R2	9.4	.	.	.	.	11.39241848	7595.89502	0.033858268	6667.5	2.972	2257.5	39.494	990
N3	TN066	R3	9	.	.	.	.	10.20487457	6342.329545	0.032329043	6215	3.168	2009.25	41.34	1067.5
N3	TN067	R1	11.2	194	251	57	148	9.363018909	7349.969843	0.031047771	7850	3.316	2437.25	42.204	767.5
N3	TN067	R2	10.4	.	.	.	.	9.368397441	7356.534091	0.032976759	7852.5	3.52	2589.5	43.594	890
N3	TN067	R3	10.2	.	.	.	.	10.18415573	6403.287915	0.03438171	6287.5	3.376	2161.75	42.624	962.5
N3	TN068	R1	.	195	251	56	137	.	.	.	.	.	.	.	.
N3	TN068	R2	11.4	.	.	.	.	10.96843232	7321.428571	0.033168539	6675	3.024	2214	43.332	687.5
N3	TN068	R3	9	.	.	.	.	10.33026515	7615.987984	0.030949474	7372.5	2.996	2281.75	43.26	812.5
N3	TN069	R1	9.8	200	252	52	138	15.10431417	8598.130841	0.058181818	5692.5	3.852	3312	44.478	465
N3	TN069	R2	9.8	.	.	.	.	14.17334421	5853.59116	0.051307506	4130	3.62	2119	43.874	692.5
N3	TN069	R3	11.2	.	.	.	.	11.96790588	5454.373104	0.047345036	4557.5	3.956	2157.75	44.05	690
N3	TN070	R1	10.2	198	255	57	158	.	.	.	5362.5	.	2656.5	42.696	570
N3	TN070	R2	.	.	.	.	.	.	5922.142857	.	.	3.5	2072.75	43.67	.
N3	TN070	R3	9	.	.	.	.	11.78827881	5010.018496	0.038241176	4250	3.244	1625.25	44.24	732.5
N3	TN071	R1	9.2	198	255	57	155	10.00408651	4401.798064	0.036164773	4400	3.615	1591.25	42.962	780
N3	TN071	R2	10.6	.	.	.	.	.	.	.	6235	.	1897.75	.	882.5
N3	TN071	R3	10.4	.	.	.	.	15.38048257	7721.002252	0.054631474	5020	3.552	2742.5	43.358	777.5
N3	TN072	R1	10.4	200	255	55	152	16.00158667	8156.808803	0.046532614	5097.5	2.908	2372	46.758	615
N3	TN072	R2	10.4	.	.	.	.	16.17474252	9486.486486	0.047877238	5865	2.96	2808	46.54	712.5
N3	TN072	R3	11	.	.	.	.	17.66940772	9762.347767	0.052230769	5525	2.956	2885.75	47.116	775
N3	TN073	R1	11.8	197	251	54	161	14.5832527	10711.39911	0.052324711	7345	3.588	3843.25	43.588	792.5
N3	TN073	R2	9.8	.	.	.	.	18.93427582	9770.086321	0.057030039	5160	3.012	2942.75	43.614	737.5
N3	TN073	R3	10	.	.	.	.	13.17531446	8135.756677	0.04440081	6175	3.37	2741.75	43.686	797.5
N3	TN074	R1	10	195	252	57	140	13.59994415	6735.37234	0.035795053	4952.5	2.632	1772.75	45.604	700
N3	TN074	R2	9.2	.	.	.	.	16.09514931	9640.994437	0.046289649	5990	2.876	2772.75	46.02	627.5
N3	TN074	R3	10.6	.	.	.	.	14.59211833	8715.142672	0.045002093	5972.5	3.084	2687.75	46.662	800
N3	TN075	R1	9.2	198	253	55	150	13.19242438	8218.880389	0.037941413	6230	2.876	2363.75	41.78	852.5
N3	TN075	R2	9.8	.	.	.	.	14.55767077	7952.12766	0.052	5462.5	3.572	2840.5	43.504	705
N3	TN075	R3	8.4	.	.	.	.	11.98365451	5635.313531	0.043572568	4702.5	3.636	2049	42.928	750
N3	TN076	R1	12.6	198	253	55	150	14.12343932	11874.28161	0.049149569	8407.5	3.48	4132.25	40.9	822.5
N3	TN076	R2	12	.	.	.	.	13.3572185	8695.549242	0.042315668	6510	3.168	2754.75	39.728	855
N3	TN076	R3	10.2	.	.	.	.	11.13430296	5124.562937	0.038212928	4602.5	3.432	1758.75	40.97	737.5
N3	TN077	R1	10.8	195	251	56	120	9.999979069	6672.486034	0.02863994	6672.5	2.864	1911	43.486	762.5
N3	TN077	R2	.	.	.	.	.	.	8286.126187	.	.	2.948	2442.75	45.09	.
N3	TN077	R3	11.6	.	.	.	.	16.08559367	11629.88423	0.044460581	7230	2.764	3214.5	45.902	667.5
N3	TN078	R1	10.4	200	250	50	150	18.75776034	10527.79299	0.068503341	5612.5	3.652	3844.75	45.856	515
N3	TN078	R2	9.2	.	.	.	.	.	.	.	4412.5	.	2733	.	700
N3	TN078	R3	9.6	.	.	.	.	13.60687637	6385.026738	0.050889718	4692.5	3.74	2388	46.136	665
N3	TN079	R1	11.4	200	255	55	148	12.54779939	5662.194474	0.047229917	4512.5	3.764	2131.25	42.53	537.5
N3	TN079	R2	12.6	.	.	.	.	14.69171392	6545.15855	0.051891134	4455	3.532	2311.75	43.576	510
N3	TN079	R3	10.8	.	.	.	.	12.88008218	5010.351967	0.049768638	3890	3.864	1936	43.248	525
N3	TN080	R1	10.8	201	255	54	160	13.15444146	8422.131148	0.044935572	6402.5	3.416	2877	44.154	627.5
N3	TN080	R2	11.2	.	.	.	.	15.05518764	7998.068433	0.05456	5312.5	3.624	2898.5	45.318	595
N3	TN080	R3	11.4	.	.	.	.	13.03726515	8083.104396	0.047455645	6200	3.64	2942.25	44.918	655
N3	TN081	R1	11	199	253	54	168	10.08741793	5505.208333	0.033893724	5457.5	3.36	1849.75	42.914	715
N3	TN081	R2	12	.	.	.	.	.	.	.	5795	.	.	.	760
N3	TN081	R2	.	.	.	.	.	.	7558.174224	.	.	3.352	2533.5	44.388	.
N3	TN081	R3	10.6	.	.	.	.	10.77524853	4428.627145	0.027627737	4110	2.564	1135.5	40.686	645
N3	TN082	R1	11.8	202	255	53	162	13.60673262	8123.219373	0.038207705	5970	2.808	2281	.	542.5
N3	TN082	R2	9.6	.	.	.	.	15.34618674	8068.257677	0.045977175	5257.5	2.996	2417.25	44.684	535
N3	TN082	R3	10.8	.	.	.	.	15.76372368	9387.297454	0.054479429	5955	3.456	3244.25	45.046	627.5
N3	TN083	R1	10.6	201	255	54	145	13.34586791	6969.879518	0.044308281	5222.5	3.32	2314	45.58	647.5
N3	TN083	R2	11.6	.	.	.	.	17.58917537	10931.67249	0.06036605	6215	3.432	3751.75	45.176	542.5
N3	TN083	R3	10.4	.	.	.	.	11.57952097	6666.909197	0.039787234	5757.5	3.436	2290.75	45.116	595
N3	TN084	R1	9.8	196	252	56	145	12.58021586	6975.729695	0.03965284	5545	3.152	2198.75	46.956	695
N3	TN084	R2	11.4	.	.	.	.	15.50135942	9909.244012	0.05177454	6392.5	3.34	3309.6875	47.005	850
N3	TN084	R3	12	.	.	.	.	12.2326496	9058.277027	0.043450371	7405	3.552	3217.5	45.014	735
N3	TN085	R1	11.6	199	254	55	143	10.21185976	7362.750885	0.034597781	7210	3.388	2494.5	41.436	622.5
N3	TN085	R2	12.4	.	.	.	.	9.131044666	6184	0.034241417	6772.5	3.75	2319	40.568	770
N3	TN085	R3	11	.	.	.	.	12.42051873	8175.806452	0.038503608	6582.5	3.1	2534.5	41.396	642.5
N3	TN086	R1	9.6	198	252	54	150	11.94523646	7689.745973	0.038559223	6437.5	3.228	2482.25	45.834	902.5
N3	TN086	R2	9.6	.	.	.	.	11.23487008	6701.6	0.035108969	5965	3.125	2094.25	44.2	870
N3	TN086	R3	9	.	.	.	.	11.73815086	6400.226757	0.041412196	5452.5	3.528	2258	46.722	902.5
N3	TN087	R1	9.8	200	254	54	140	12.19682609	6586.286089	0.037175926	5400	3.048	2007.5	47.56	692.5
N3	TN087	R2	10.4	.	.	.	.	14.91244251	9260.626801	0.04139694	6210	2.776	2570.75	47.19	385
N3	TN087	R3	10.2	.	.	.	.	16.34782347	9469.476744	0.050612861	5792.5	3.096	2931.75	46.326	647.5
N3	TN088	R1	10.2	201	254	53	142	15.90751254	6291.421208	0.043204804	3955	2.716	1708.75	45.786	707.5
N3	TN088	R2	12	.	.	.	.	16.74176104	9760.446686	0.046475129	5830	2.776	2709.5	45.794	727.5
N3	TN088	R3	12	.	.	.	.	16.28646259	11616.31944	0.046905012	7132.5	2.88	3345.5	45.92	832.5
N3	TN089	R1	9.8	199	255	56	160	11.51104219	7533.97711	0.032184874	6545	2.796	2106.5	41.876	887.5
N3	TN089	R2	9.4	.	.	.	.	14.05553822	7249.143836	0.041042172	5157.5	2.92	2116.75	42.206	890
N3	TN089	R3	9.6	.	.	.	.	11.58534988	7472.550676	0.041151163	6450	3.552	2654.25	42.53	895
N3	TN090	R1	7.8	200	254	54	141	12.65822404	7003.16245	0.038025305	5532.5	3.004	2103.75	44.22	1007.5
N3	TN090	R2	7.2	.	.	.	.	15.44695489	7360.474006	0.040409234	4765	2.616	1925.5	45.424	1075
N3	TN090	R3	6.8	.	.	.	.	14.11970798	4998.376623	0.043488701	3540	3.08	1539.5	44.826	897.5
N3	TN091	R1	11.4	197	250	53	145	12.03562787	6574.461722	0.04024714	5462.5	3.344	2198.5	45.85	745
N3	TN091	R2	11	.	.	.	.	10.71251794	5958.838106	0.038907865	5562.5	3.632	2164.25	44.894	812.5
N3	TN091	R3	11	.	.	.	.	9.082760444	4820.675105	0.034441828	5307.5	3.792	1828	43.454	800
N3	TN092	R1	9.2	196	252	56	164	13.66521884	6733.536585	0.056027397	4927.5	4.1	2760.75	41.776	607.5
N3	TN092	R2	10.4	.	.	.	.	.	.	.	5962.5	.	2215.75	.	892.5
N3	TN092	R3	.	.	.	.	.	.	5405.797101	.	.	4.14	2238	41.12	.
N3	TN093	R1	10.4	197	250	53	165	11.37035309	6091.666667	0.040933271	5357.5	3.6	2193	42.622	657.5
N3	TN093	R2	8.6	.	.	.	.	13.22288196	8201.492537	0.053155985	6202.5	4.02	3297	43.082	620
N3	TN093	R3	10	.	.	.	.	10.07841126	5636.351496	0.037733572	5592.5	3.744	2110.25	42.076	572.5
N3	TN094	R1	11	197	250	53	135	14.10945734	8395.127119	0.039957983	5950	2.832	2377.5	46.27	697.5
N3	TN094	R2	11.2	.	.	.	.	9.490953695	7737.5	0.028472861	8152.5	3	2321.25	45.726	830
N3	TN094	R3	11.4	.	.	.	.	10.5187515	8706.896552	0.03294473	8277.5	3.132	2727	48	597.5
N3	TN095	R1	12.6	200	253	53	140	9.72188075	6214.712269	0.035815409	6392.5	3.684	2289.5	43.305	922.5
N3	TN095	R2	9.6	.	.	.	.	10.17527726	5993.238304	0.034799448	5890	3.42	2049.6875	43.452	665
N3	TN095	R3	13.4	.	.	.	.	12.68187039	8547.580645	0.039313798	6740	3.1	2649.75	43.814	907.5
N3	TN096	R1	11.6	200	252	52	141	10.91330976	6692.587209	0.037541786	6132.5	3.44	2302.25	40.848	742.5
N3	TN096	R2	12	.	.	.	.	.	.	.	7100	.	.	.	627.5
N3	TN096	R2	12.2	.	.	.	.	7.746044233	7349.059466	0.025530962	9487.5	3.296	2422.25	39.97	847.5
N3	TN096	R3	.	.	.	.	.	.	8056.698002	.	.	3.404	2742.5	42.566	.
N3	TN097	R1	11.2	199	250	51	140	12.30780682	7356.991525	0.046474279	5977.5	3.776	2778	45.284	622.5
N3	TN097	R2	11.6	.	.	.	.	16.58203652	9667.327293	0.058567753	5830	3.532	3414.5	45.378	612.5
N3	TN097	R3	11.6	.	.	.	.	13.90926581	7914.372247	0.050518453	5690	3.632	2874.5	45.05	687.5
N3	TN098	R1	10.8	202	255	53	160	9.034127786	7048.878205	0.028186479	7802.5	3.12	2199.25	37.948	897.5
N3	TN098	R2	8.8	.	.	.	.	9.483207283	4739.23284	0.028184092	4997.5	2.972	1408.5	38.286	850
N3	TN098	R3	10.2	.	.	.	.	9.349378041	5181.892779	0.034181326	5542.5	3.656	1894.5	39.55	825
N3	TN099	R1	10	194	254	60	131	8.988548417	5390.881913	0.030066694	5997.5	3.345	1803.25	40.69	510
N3	TN099	R3	10.2	.	.	.	.	8.002533051	5013.586957	0.027976856	6265	3.496	1752.75	42.292	755
N3	TN100	R1	9.2	193	250	57	125	11.73150348	8341.098972	0.036508439	7110	3.112	2595.75	44.184	762.5
N3	TN100	R2	10.6	.	.	.	.	.	.	.	6380	.	2673.5	.	745
N3	TN100	R3	10.4	.	.	.	.	13.74648607	7388.736264	0.050037209	5375	3.64	2689.5	46.752	675
N3	TN101	R1	8.6	195	255	60	140	13.98082776	8343.058968	0.045521575	5967.5	3.256	2716.5	42.94	595
N3	TN101	R2	10	.	.	.	.	16.66049611	8817.567568	0.056712329	5292.5	3.404	3001.5	43.818	647.5
N3	TN101	R3	8.6	.	.	.	.	14.48270125	7625.142207	0.050921178	5265	3.516	2681	43.506	692.5
N3	TN102	R1	9.8	199	255	56	160	13.19450934	9737.547893	0.034437669	7380	2.61	2541.5	40.918	592.5
N3	TN102	R2	9	.	.	.	.	17.27402593	12001.12952	0.068819719	6947.5	3.984	4781.25	41.036	872.5
N3	TN102	R3	8.2	.	.	.	.	11.92372822	7628.205128	0.040922235	6397.5	3.432	2618	42.534	957.5
N3	TN103	R1	8	199	255	56	162	11.93003234	6486.955086	0.036124138	5437.5	3.028	1964.25	42.676	792.5
N3	TN103	R2	9.6	.	.	.	.	10.84254822	7188.609467	0.036647813	6630	3.38	2429.75	42.976	875
N3	TN103	R3	.	.	.	.	.	.	12082.01477	.	.	3.16	3817.916667	43.56	.
N3	TN104	R1	9	199	254	55	150	18.94538515	6801.39327	0.072068245	3590	3.804	2587.25	46.73	597.5
N3	TN104	R2	8.8	.	.	.	.	20.04853386	10039.30333	0.065037444	5007.5	3.244	3256.75	47.202	687.5
N3	TN104	R3	8.6	.	.	.	.	15.2564869	5694.483734	0.053931681	3732.5	3.535	2013	46.45	762.5
N3	TN105	R1	8.6	194	252	58	120	9.550685724	6090.949821	0.031975696	6377.5	3.348	2039.25	41.4	727.5
N3	TN105	R2	11	.	.	.	.	9.62774519	7552.966102	0.034082218	7845	3.54	2673.75	40.294	790
N3	TN105	R3	10.4	.	.	.	.	14.66195885	7987.102086	0.053428178	5447.5	3.644	2910.5	41.766	652.5
N3	TN106	R1	11.4	.	252	.	155	14.12937322	7460.30906	0.066747159	5280	4.724	3524.25	42.896	690
N3	TN106	R2	11.2	.	.	.	.	15.79922087	8314.339981	0.066546318	5262.5	4.212	3502	42.048	772.5
N3	TN106	R3	11.8	.	.	.	.	13.31473422	4323.959938	0.0691301	3247.5	5.192	2245	42.344	637.5
N3	TN107	R1	9	197	253	56	135	14.44182864	6856.258149	0.04430753	4747.5	3.068	2103.5	43.216	342.5
N3	TN107	R2	9.2	.	.	.	.	12.60630692	7141.472868	0.039029126	5665	3.096	2211	41.968	495
N3	TN107	R3	8.8	.	.	.	.	13.8665829	6843.158661	0.03810537	4935	2.748	1880.5	42.32	522.5
N3	TN108	R1	10	196	250	54	145	12.61040735	6576.327434	0.039899329	5215	3.164	2080.75	42.614	297.5
N3	TN108	R2	10	.	.	.	.	18.13041351	10162.09677	0.056204282	5605	3.1	3150.25	43.316	475
N3	TN108	R3	9.2	.	.	.	.	17.67223197	8681.483957	0.052875318	4912.5	2.992	2597.5	44.584	695
N3	TN109	R1	.	196	252	56	131	.	.	.	.	.	.	.	.
N3	TN109	R2	9.8	.	.	.	.	14.42827912	8714.68059	0.046978477	6040	3.256	2837.5	46.914	892.5
N3	TN109	R3	12.2	.	.	.	.	13.42743298	10141.06876	0.035931811	7552.5	2.676	2713.75	45.462	730
N3	TN110	R1	10.2	195	249	54	140	13.21596577	6346.96756	0.037480479	4802.5	2.836	1800	43.514	697.5
N3	TN110	R2	10	.	.	.	.	10.0354049	4704.096045	0.035525333	4687.5	3.54	1665.25	44.454	790
N3	TN110	R3	11.4	.	.	.	.	10.24856408	6108.144192	0.030704698	5960	2.996	1830	45.97	642.5
N3	TN111	R1	10.4	202	254	52	165	11.76269495	5257.924641	0.039334452	4470	3.344	1758.25	44.248	585
N3	TN111	R2	11.6	.	.	.	.	17.54616902	10786.5074	0.052147214	6147.5	2.972	3205.75	43.098	745
N3	TN111	R3	9	.	.	.	.	10.90209424	5200.298954	0.036467505	4770	3.345	1739.5	44.264	782.5
N3	TN112	R1	10.8	200	251	51	145	9.941160126	6441.871762	0.030698302	6480	3.088	1989.25	39.408	902.5
N3	TN112	R2	10.6	.	.	.	.	6.498113208	4305	0.022743396	6625	3.5	1506.75	40.326	935
N3	TN112	R3	10	.	.	.	.	10.02304147	6214.285714	0.032274194	6200	3.22	2001	40.984	752.5
N3	TN113	R1	9	194	252	58	150	15.11400201	7300.062972	0.072003106	4830	4.764	3477.75	41.118	850
N3	TN113	R2	10.8	.	.	.	.	16.99590294	10431.23543	0.058329939	6137.5	3.432	3580	41.778	785
N3	TN113	R3	.	.	.	.	.	.	9157.608696	.	.	3.772	3454.25	43.458	.
N3	TN114	R1	11.4	200	253	53	162	17.12786108	9788.572607	0.041517935	5715	2.424	2372.75	43.234	765
N3	TN114	R2	10.4	.	.	.	.	13.95495756	9318.422914	0.03946462	6677.5	2.828	2635.25	43.004	850
N3	TN114	R3	8.4	.	.	.	.	15.92956593	7367.424242	0.042054054	4625	2.64	1945	43.178	820
N3	TN115	R1	11.6	201	254	53	149	13.95791454	8919.107392	0.040031299	6390	2.868	2558	42.988	727.5
N3	TN115	R2	11	.	.	.	.	12.80732827	7732.424442	0.038985507	6037.5	3.044	2353.75	44.522	722.5
N3	TN115	R3	10.2	.	.	.	.	14.43435901	7072.835917	0.044688776	4900	3.096	2189.75	44.326	790
N3	TN116	R1	9.2	199	251	52	121	12.34548502	4777.702703	0.045678295	3870	3.7	1767.75	41.43	517.5
N3	TN116	R2	10.6	.	.	.	.	11.00714143	6428.170595	0.039229452	5840	3.564	2291	42.594	637.5
N3	TN116	R3	13	.	.	.	.	6.923262117	4508.774453	0.024065259	6512.5	3.476	1567.25	41.638	612.5
N3	TN117	R1	9.2	201	252	51	164	16.82107287	7615.740741	0.047233573	4527.5	2.808	2138.5	44.872	732.5
N3	TN117	R2	9.4	.	.	.	.	13.64852103	7448.680352	0.037233165	5457.5	2.728	2032	45.518	777.5
N3	TN117	R3	11.8	.	.	.	.	20.25703626	11961.77991	0.054856054	5905	2.708	3239.25	46.766	810
N3	TN118	R1	11.2	193	248	55	140	8.732084842	5800.287356	0.030387655	6642.5	3.48	2018.5	42.474	805
N3	TN118	R2	11.4	.	.	.	.	10.13646002	6636.847195	0.041924399	6547.5	4.136	2745	44.746	782.5
N3	TN118	R3	10	.	.	.	.	11.51720342	5404.447703	0.047128396	4692.5	4.092	2211.5	43.742	660
N3	TN119	R1	11	197	252	55	140	8.888374658	5975.209864	0.033882484	6722.5	3.812	2277.75	38.812	692.5
N3	TN119	R2	12	.	.	.	.	8.429647692	4811.22142	0.028020149	5707.5	3.324	1599.25	37.318	595
N3	TN119	R3	10.8	.	.	.	.	10.37897784	6777.472527	0.037779479	6530	3.64	2467	38.896	730
N3	TN120	R1	8.6	201	250	49	145	17.72541085	8144.826284	0.046936888	4595	2.648	2156.75	44.528	717.5
N3	TN120	R2	8	.	.	.	.	18.20909665	7206.25	0.050985471	3957.5	2.8	2017.75	44.238	610
N3	TN120	R3	7.6	.	.	.	.	18.55304395	6776.499303	0.05321013	3652.5	2.868	1943.5	43.972	637.5
N3	TN121	R1	9.8	197	252	55	140	10.92041059	6385.710094	0.037216759	5847.5	3.408	2176.25	42.866	770
N3	TN121	R2	11	.	.	.	.	13.18285304	7817.431851	0.036753794	5930	2.788	2179.5	42.344	725
N3	TN121	R3	8.6	.	.	.	.	13.71823015	6745.939675	0.047300458	4917.5	3.448	2326	43.146	702.5
N3	TN122	R1	10.4	196	250	54	164	18.20422074	8906.414995	0.068957588	4892.5	3.788	3373.75	45.238	810
N3	TN122	R2	9.8	.	.	.	.	15.54690968	6463.6277	0.048941672	4157.5	3.148	2034.75	44.104	772.5
N3	TN122	R3	9.4	.	.	.	.	16.22789741	6844.115735	0.049917012	4217.5	3.076	2105.25	43.696	782.5
N3	TN123	R1	.	197	252	55	140	.	7397.027221	.	.	2.792	2065.25	39.88	.
N3	TN123	R2	9.4	.	.	.	.	11.99733688	6757.5	0.035992011	5632.5	3	2027.25	42.15	805
N3	TN123	R3	7.8	.	.	.	.	12.98804726	6247.250733	0.035431393	4810	2.728	1704.25	42.206	515
N3	TN124	R1	10.8	194	252	58	135	9.34774873	7162.712465	0.026398042	7662.5	2.824	2022.75	41.42	665
N3	TN124	R2	9	.	.	.	.	11.29465943	6864.329268	0.037046483	6077.5	3.28	2251.5	43.65	927.5
N3	TN124	R3	10.2	.	.	.	.	9.119282539	6399.456522	0.02936409	7017.5	3.22	2060.625	42.902	785
N3	TN125	R1	8.2	192	249	57	150	11.1226161	4690.963342	0.052187315	4217.5	4.692	2201	42.396	907.5
N3	TN125	R2	8	.	.	.	.	11.59211675	5781.568228	0.045533835	4987.5	3.928	2271	41.16	912.5
N3	TN125	R3	.	.	.	.	.	.	4933.567177	.	.	4.704	2320.75	42.22	.
N3	TN126	R1	11.8	198	250	52	170	10.43049616	6717.239527	0.038843168	6440	3.724	2501.5	.	710
N3	TN126	R2	9.6	.	.	.	.	14.08406174	7168.787425	0.037632613	5090	2.672	1915.5	.	705
N3	TN126	R3	11.6	.	.	.	.	8.376149339	5161.80203	0.019801217	6162.5	2.364	1220.25	40.018	780
N3	TN127	R1	9.6	195	252	57	140	12.20269504	6745.039683	0.030750791	5527.5	2.52	1699.75	37.026	770
N3	TN127	R2	9	.	.	.	.	10.82879789	6107.44201	0.033612589	5640	3.104	1895.75	40.902	782.5
N3	TN127	R3	8.4	.	.	.	.	12.50553342	5493.055556	0.036015936	4392.5	2.88	1582	40.854	742.5
N3	TN128	R1	9.4	198	252	54	130	14.14027369	5730.345912	0.04496607	4052.5	3.18	1822.25	46.016	757.5
N3	TN128	R2	9.6	.	.	.	.	12.85119115	7819.949812	0.040969597	6085	3.188	2493	45.518	867.5
N3	TN128	R3	9.6	.	.	.	.	13.53621565	7471.991037	0.042287138	5520	3.124	2334.25	46.728	847.5
N3	TN129	R1	9.4	204	254	50	160	13.60775918	6429.666213	0.039952381	4725	2.936	1887.75	41.906	740
N3	TN129	R2	10.2	.	.	.	.	15.1275212	7957.076149	0.042115019	5260	2.784	2215.25	41.708	772.5
N3	TN129	R3	9.2	.	.	.	.	18.59951702	7881.545338	0.058253687	4237.5	3.132	2468.5	43.88	735
N3	TN130	R1	8.6	199	252	53	130	13.33545782	5727.579132	0.045500582	4295	3.412	1954.25	43.64	777.5
N3	TN130	R2	9.4	.	.	.	.	8.820513851	5510.616029	0.029495798	6247.5	3.344	1842.75	42.936	917.5
N3	TN130	R3	9	.	.	.	.	11.95586224	5705.935252	0.039884756	4772.5	3.336	1903.5	43.59	687.5
N3	TN131	R1	10.8	195	254	59	125	10.57369926	5775.883219	0.043098398	5462.5	4.076	2354.25	42.014	642.5
N3	TN131	R2	10.4	.	.	.	.	8.184402649	4188.368056	0.028285296	5117.5	3.456	1447.5	40.324	590
N3	TN131	R3	9.6	.	.	.	.	8.562636004	4493.243243	0.034216293	5247.5	3.996	1795.5	41.048	675
